ID,Model_Name,Phase,Energy_kWh,Grid_Intensity_gCO2,Carbon_CO2e_kg,Water_Usage_L,PUE,Source
INF_0225,Gemini-1.5-Pro,Inference,0.0006343029204089,50,3.17151460204472E-05,0.0012051755487769,1.12,AI Energy Score (2025)
INF_0226,GPT-4o,Inference,0.00022469626825,700,0.000157287387775,0.000426922909675,1.12,AI Energy Score (2025)
INF_0227,Gemini-1.5-Pro,Inference,0.0001610721224343,250,4.02680306085934E-05,0.0003060370326253,1.12,AI Energy Score (2025)
INF_0228,Llama-3-70B,Inference,0.0006010733327759,700,0.0004207513329431,0.0011420393322743,1.12,AI Energy Score (2025)
INF_0229,GPT-4o,Inference,0.0001619169822165,450,7.28626419974655E-05,0.0003076422662115,1.12,AI Energy Score (2025)
INF_0230,Gemini-1.5-Pro,Inference,0.0011115403428482,450,0.0005001931542816,0.0021119266514115,1.12,AI Energy Score (2025)
INF_0231,Llama-3-70B,Inference,0.0007121764239045,700,0.0004985234967331,0.0013531352054186,1.12,AI Energy Score (2025)
INF_0232,Claude-3.5-Sonnet,Inference,0.0001686527280299,700,0.0001180569096209,0.0003204401832568,1.12,AI Energy Score (2025)
INF_0233,Gemini-1.5-Pro,Inference,0.0002313419432096,700,0.0001619393602467,0.0004395496920984,1.12,AI Energy Score (2025)
INF_0234,Llama-3-70B,Inference,0.0006051853033232,50,3.02592651661639E-05,0.0011498520763142,1.12,AI Energy Score (2025)
INF_0235,Claude-3.5-Sonnet,Inference,0.0006806220705422,50,3.40311035271137E-05,0.0012931819340303,1.12,AI Energy Score (2025)
INF_0236,Llama-3-70B,Inference,0.0001926722357246,250,4.81680589311644E-05,0.0003660772478768,1.12,AI Energy Score (2025)
INF_0237,Claude-3.5-Sonnet,Inference,0.0020789850452483,450,0.0009355432703617,0.0039500715859718,1.12,AI Energy Score (2025)
INF_0238,GPT-4o,Inference,0.0006796902139455,250,0.0001699225534863,0.0012914114064965,1.12,AI Energy Score (2025)
INF_0239,GPT-4o,Inference,0.0002102127655886,700,0.000147148935912,0.0003994042546183,1.12,AI Energy Score (2025)
INF_0240,Gemini-1.5-Pro,Inference,0.0007890961888448,450,0.0003550932849802,0.0014992827588053,1.12,AI Energy Score (2025)
INF_0241,GPT-4o,Inference,0.000772399603883,250,0.0001930999009707,0.0014675592473778,1.12,AI Energy Score (2025)
INF_0242,GPT-4o,Inference,0.0009802346335508,450,0.0004411055850978,0.0018624458037465,1.12,AI Energy Score (2025)
INF_0243,Gemini-1.5-Pro,Inference,0.0002126631485814,700,0.0001488642040069,0.0004040599823046,1.12,AI Energy Score (2025)
INF_0244,Mistral-Large-2,Inference,0.0008081676704011,700,0.0005657173692807,0.0015355185737621,1.12,AI Energy Score (2025)
INF_0245,Gemini-1.5-Pro,Inference,0.0001082317131069,250,2.70579282767425E-05,0.0002056402549032,1.12,AI Energy Score (2025)
INF_0246,Gemini-1.5-Pro,Inference,0.0008094512194927,700,0.0005666158536449,0.0015379573170363,1.12,AI Energy Score (2025)
INF_0249,Mistral-Large-2,Inference,0.000249598638442,50,1.24799319221011E-05,0.0004742374130398,1.12,AI Energy Score (2025)
INF_0250,GPT-4o,Inference,0.0001559032129904,50,7.79516064952081E-06,0.0002962161046817,1.12,AI Energy Score (2025)
INF_0251,Claude-3.5-Sonnet,Inference,0.0008104717871351,250,0.0002026179467837,0.0015398963955567,1.12,AI Energy Score (2025)
INF_0252,GPT-4o,Inference,0.0001205400378948,50,6.02700189474372E-06,0.0002290260720002,1.12,AI Energy Score (2025)
INF_0253,GPT-4o,Inference,0.0003744874559909,250,9.36218639977289E-05,0.0007115261663827,1.12,AI Energy Score (2025)
INF_0254,Claude-3.5-Sonnet,Inference,0.0016028990794443,250,0.000400724769861,0.0030455082509442,1.12,AI Energy Score (2025)
INF_0255,Claude-3.5-Sonnet,Inference,0.0002886693170748,450,0.0001299011926836,0.0005484717024421,1.12,AI Energy Score (2025)
INF_0256,Mistral-Large-2,Inference,0.0013312145372884,50,6.65607268644222E-05,0.002529307620848,1.12,AI Energy Score (2025)
INF_0257,GPT-4o,Inference,0.0002256986694908,700,0.0001579890686435,0.0004288274720325,1.12,AI Energy Score (2025)
INF_0258,Mistral-Large-2,Inference,0.0014407718753145,450,0.0006483473438915,0.0027374665630976,1.12,AI Energy Score (2025)
INF_0259,Mistral-Large-2,Inference,0.0039695977091242,50,0.0001984798854562,0.0075422356473361,1.12,AI Energy Score (2025)
INF_0260,GPT-4o,Inference,0.000118049740032,700,8.26348180224261E-05,0.0002242945060608,1.12,AI Energy Score (2025)
INF_0262,Claude-3.5-Sonnet,Inference,0.0002068209059404,250,5.17052264851063E-05,0.0003929597212868,1.12,AI Energy Score (2025)
INF_0263,GPT-4o,Inference,0.0002151797604762,50,1.07589880238138E-05,0.0004088415449049,1.12,AI Energy Score (2025)
INF_0264,Claude-3.5-Sonnet,Inference,0.0002526381504098,50,1.26319075204935E-05,0.0004800124857787,1.12,AI Energy Score (2025)
INF_0265,Llama-3-70B,Inference,0.0012711108351945,450,0.0005719998758375,0.0024151105868697,1.12,AI Energy Score (2025)
INF_0266,Gemini-1.5-Pro,Inference,0.0003366458949557,450,0.00015149065273,0.0006396272004159,1.12,AI Energy Score (2025)
INF_0267,Claude-3.5-Sonnet,Inference,0.000730560274268,700,0.0005113921919876,0.0013880645211092,1.12,AI Energy Score (2025)
INF_0268,Claude-3.5-Sonnet,Inference,0.0004050047343946,50,2.02502367197319E-05,0.0007695089953498,1.12,AI Energy Score (2025)
INF_0269,Llama-3-70B,Inference,0.0001646629828009,50,8.23314914004987E-06,0.0003128596673218,1.12,AI Energy Score (2025)
INF_0270,Gemini-1.5-Pro,Inference,0.0007894883000382,450,0.0003552697350172,0.0015000277700727,1.12,AI Energy Score (2025)
INF_0271,Mistral-Large-2,Inference,0.0011625418885286,450,0.0005231438498378,0.0022088295882044,1.12,AI Energy Score (2025)
INF_0272,Llama-3-70B,Inference,0.0001185638327541,450,5.3353724739379E-05,0.0002252712822329,1.12,AI Energy Score (2025)
INF_0273,Gemini-1.5-Pro,Inference,0.0001667221114897,700,0.0001167054780428,0.0003167720118305,1.12,AI Energy Score (2025)
INF_0274,Mistral-Large-2,Inference,0.000412174622052,700,0.0002885222354364,0.0007831317818988,1.12,AI Energy Score (2025)
INF_0275,Gemini-1.5-Pro,Inference,0.0005262358587285,700,0.00036836510111,0.0009998481315843,1.12,AI Energy Score (2025)
INF_0276,Claude-3.5-Sonnet,Inference,0.0001362890265099,700,9.54023185569415E-05,0.0002589491503688,1.12,AI Energy Score (2025)
INF_0279,Claude-3.5-Sonnet,Inference,0.0001100298893614,450,4.95134502126361E-05,0.0002090567897866,1.12,AI Energy Score (2025)
INF_0280,GPT-4o,Inference,0.0002316982073577,250,5.79245518394434E-05,0.0004402265939797,1.12,AI Energy Score (2025)
INF_0281,Gemini-1.5-Pro,Inference,0.0031600002145948,700,0.0022120001502163,0.0060040004077301,1.12,AI Energy Score (2025)
INF_0282,Claude-3.5-Sonnet,Inference,0.0001400299060035,450,6.30134577015953E-05,0.0002660568214067,1.12,AI Energy Score (2025)
INF_0283,Llama-3-70B,Inference,0.0006476132508631,450,0.0002914259628884,0.0012304651766399,1.12,AI Energy Score (2025)
INF_0285,Claude-3.5-Sonnet,Inference,0.0015332887223219,250,0.0003833221805804,0.0029132485724116,1.12,AI Energy Score (2025)
INF_0286,Gemini-1.5-Pro,Inference,0.0005611675967173,450,0.0002525254185228,0.001066218433763,1.12,AI Energy Score (2025)
INF_0287,Claude-3.5-Sonnet,Inference,0.0005537454716966,450,0.0002491854622634,0.0010521163962236,1.12,AI Energy Score (2025)
INF_0288,Claude-3.5-Sonnet,Inference,0.0008950499495966,50,4.47524974798302E-05,0.0017005949042335,1.12,AI Energy Score (2025)
INF_0289,GPT-4o,Inference,0.0001034372406675,50,5.17186203337665E-06,0.0001965307572683,1.12,AI Energy Score (2025)
INF_0290,Llama-3-70B,Inference,0.0005031869523332,250,0.0001257967380833,0.000956055209433,1.12,AI Energy Score (2025)
INF_0292,GPT-4o,Inference,0.0014385291966702,50,7.19264598335107E-05,0.0027332054736734,1.12,AI Energy Score (2025)
INF_0293,Mistral-Large-2,Inference,0.0005766794481989,250,0.0001441698620497,0.001095690951578,1.12,AI Energy Score (2025)
INF_0294,Gemini-1.5-Pro,Inference,0.0001407637001061,50,7.03818500530774E-06,0.0002674510302016,1.12,AI Energy Score (2025)
INF_0295,Gemini-1.5-Pro,Inference,0.000258128740412,700,0.0001806901182884,0.0004904446067829,1.12,AI Energy Score (2025)
INF_0296,Claude-3.5-Sonnet,Inference,0.0002921064679575,700,0.0002044745275702,0.0005550022891193,1.12,AI Energy Score (2025)
INF_0297,Claude-3.5-Sonnet,Inference,0.0003766280436428,50,1.88314021821421E-05,0.0007155932829214,1.12,AI Energy Score (2025)
INF_0298,GPT-4o,Inference,0.0001892407949223,250,4.73101987305864E-05,0.0003595575103524,1.12,AI Energy Score (2025)
INF_0299,GPT-4o,Inference,0.0005884121395213,50,2.94206069760686E-05,0.0011179830650906,1.12,AI Energy Score (2025)
INF_0300,GPT-4o,Inference,0.000684664379545,250,0.0001711660948862,0.0013008623211356,1.12,AI Energy Score (2025)
INF_0301,GPT-4o,Inference,0.000156270481975,450,7.03217168887621E-05,0.0002969139157525,1.12,AI Energy Score (2025)
INF_0302,Mistral-Large-2,Inference,0.0028079544201434,450,0.0012635794890645,0.0053351133982725,1.12,AI Energy Score (2025)
INF_0303,Mistral-Large-2,Inference,0.001728461960294,450,0.0007778078821323,0.0032840777245587,1.12,AI Energy Score (2025)
INF_0304,Claude-3.5-Sonnet,Inference,0.0003598325970903,700,0.0002518828179632,0.0006836819344716,1.12,AI Energy Score (2025)
INF_0305,Mistral-Large-2,Inference,0.0069839659295062,450,0.0031427846682778,0.0132695352660618,1.12,AI Energy Score (2025)
INF_0307,Mistral-Large-2,Inference,0.0002110857117177,700,0.0001477599982024,0.0004010628522637,1.12,AI Energy Score (2025)
INF_0308,Llama-3-70B,Inference,0.0004376201591045,700,0.0003063341113732,0.0008314783022987,1.12,AI Energy Score (2025)
INF_0309,Llama-3-70B,Inference,0.0029297085332883,450,0.0013183688399797,0.0055664462132478,1.12,AI Energy Score (2025)
INF_0310,Claude-3.5-Sonnet,Inference,0.0005403480320028,700,0.000378243622402,0.0010266612608054,1.12,AI Energy Score (2025)
INF_0311,Gemini-1.5-Pro,Inference,0.0007549478440531,700,0.0005284634908372,0.001434400903701,1.12,AI Energy Score (2025)
INF_0312,GPT-4o,Inference,0.0002237668839472,250,5.59417209868014E-05,0.0004251570794996,1.12,AI Energy Score (2025)
INF_0313,Llama-3-70B,Inference,0.0004934741887425,700,0.0003454319321197,0.0009376009586107,1.12,AI Energy Score (2025)
INF_0314,Claude-3.5-Sonnet,Inference,0.0003414098100176,450,0.0001536344145079,0.0006486786390336,1.12,AI Energy Score (2025)
INF_0315,Claude-3.5-Sonnet,Inference,0.0009531197975549,50,4.76559898777457E-05,0.0018109276153543,1.12,AI Energy Score (2025)
INF_0316,Mistral-Large-2,Inference,0.0049115452381376,250,0.0012278863095344,0.0093319359524615,1.12,AI Energy Score (2025)
INF_0317,Gemini-1.5-Pro,Inference,0.0004001971371065,700,0.0002801379959745,0.0007603745605024,1.12,AI Energy Score (2025)
INF_0318,Gemini-1.5-Pro,Inference,0.0017523333736438,250,0.0004380833434109,0.0033294334099233,1.12,AI Energy Score (2025)
INF_0319,Claude-3.5-Sonnet,Inference,0.0001620803740483,700,0.0001134562618338,0.0003079527106918,1.12,AI Energy Score (2025)
INF_0320,Gemini-1.5-Pro,Inference,0.0027995126761113,50,0.0001399756338055,0.0053190740846116,1.12,AI Energy Score (2025)
INF_0321,Gemini-1.5-Pro,Inference,0.0002856160538211,250,7.14040134552859E-05,0.0005426705022601,1.12,AI Energy Score (2025)
INF_0322,Llama-3-70B,Inference,0.000187683921293,700,0.0001313787449051,0.0003565994504568,1.12,AI Energy Score (2025)
INF_0325,GPT-4o,Inference,0.0001291537699042,50,6.4576884952103E-06,0.0002453921628179,1.12,AI Energy Score (2025)
INF_0326,GPT-4o,Inference,0.0004809778102785,450,0.0002164400146253,0.0009138578395291,1.12,AI Energy Score (2025)
INF_0327,Llama-3-70B,Inference,0.0006305687746317,50,3.15284387315896E-05,0.0011980806718004,1.12,AI Energy Score (2025)
INF_0328,Gemini-1.5-Pro,Inference,0.0003774717272327,450,0.0001698622772547,0.0007171962817422,1.12,AI Energy Score (2025)
INF_0329,Claude-3.5-Sonnet,Inference,0.0002084632923212,700,0.0001459243046248,0.0003960802554104,1.12,AI Energy Score (2025)
INF_0330,Mistral-Large-2,Inference,0.0004224896084905,450,0.0001901203238207,0.000802730256132,1.12,AI Energy Score (2025)
INF_0331,Gemini-1.5-Pro,Inference,0.0003539448487979,50,1.76972424398967E-05,0.000672495212716,1.12,AI Energy Score (2025)
INF_0332,Llama-3-70B,Inference,0.0015911684917474,50,7.95584245873714E-05,0.0030232201343201,1.12,AI Energy Score (2025)
INF_0333,Llama-3-70B,Inference,0.000172382472207,450,7.75721124931557E-05,0.0003275266971933,1.12,AI Energy Score (2025)
INF_0334,GPT-4o,Inference,0.0010163245524098,450,0.0004573460485844,0.0019310166495786,1.12,AI Energy Score (2025)
INF_0336,Claude-3.5-Sonnet,Inference,0.0010611711482699,700,0.0007428198037889,0.0020162251817129,1.12,AI Energy Score (2025)
INF_0337,Mistral-Large-2,Inference,0.0015198948761481,50,7.5994743807405E-05,0.0028878002646813,1.12,AI Energy Score (2025)
INF_0338,Claude-3.5-Sonnet,Inference,0.0002773059226389,450,0.0001247876651875,0.000526881253014,1.12,AI Energy Score (2025)
INF_0339,Llama-3-70B,Inference,0.0024514098729479,250,0.0006128524682369,0.0046576787586011,1.12,AI Energy Score (2025)
INF_0340,Mistral-Large-2,Inference,0.0001339459555201,700,9.37621688641223E-05,0.0002544973154883,1.12,AI Energy Score (2025)
INF_0341,Mistral-Large-2,Inference,0.000779012367306,700,0.0005453086571142,0.0014801234978815,1.12,AI Energy Score (2025)
INF_0342,Llama-3-70B,Inference,0.0005937565309189,50,2.96878265459494E-05,0.001128137408746,1.12,AI Energy Score (2025)
INF_0344,Mistral-Large-2,Inference,0.0011918739170653,450,0.0005363432626794,0.0022645604424242,1.12,AI Energy Score (2025)
INF_0345,GPT-4o,Inference,0.0002046417807167,700,0.0001432492465017,0.0003888193833618,1.12,AI Energy Score (2025)
INF_0346,Llama-3-70B,Inference,0.0001301483550861,250,3.25370887715434E-05,0.0002472818746637,1.12,AI Energy Score (2025)
INF_0347,Llama-3-70B,Inference,0.0001146481991949,250,2.86620497987297E-05,0.0002178315784703,1.12,AI Energy Score (2025)
INF_0348,Mistral-Large-2,Inference,0.0001530103029293,700,0.0001071072120505,0.0002907195755657,1.12,AI Energy Score (2025)
INF_0349,Mistral-Large-2,Inference,0.0006358730867529,250,0.0001589682716882,0.0012081588648306,1.12,AI Energy Score (2025)
INF_0350,Gemini-1.5-Pro,Inference,0.0001032427612418,250,2.58106903104727E-05,0.0001961612463595,1.12,AI Energy Score (2025)
INF_0351,Mistral-Large-2,Inference,0.0003142818949551,250,7.85704737387843E-05,0.0005971356004147,1.12,AI Energy Score (2025)
INF_0352,GPT-4o,Inference,0.0007709028569427,450,0.0003469062856242,0.0014647154281911,1.12,AI Energy Score (2025)
INF_0353,GPT-4o,Inference,0.0003570174705679,700,0.0002499122293975,0.0006783331940791,1.12,AI Energy Score (2025)
INF_0354,Gemini-1.5-Pro,Inference,0.000568894176066,250,0.0001422235440165,0.0010808989345255,1.12,AI Energy Score (2025)
INF_0355,Claude-3.5-Sonnet,Inference,0.0003512369925864,700,0.0002458658948105,0.0006673502859142,1.12,AI Energy Score (2025)
INF_0356,Claude-3.5-Sonnet,Inference,0.0005586697209933,50,2.79334860496661E-05,0.0010614724698873,1.12,AI Energy Score (2025)
INF_0357,Claude-3.5-Sonnet,Inference,0.0011436050663325,700,0.0008005235464327,0.0021728496260318,1.12,AI Energy Score (2025)
INF_0358,Llama-3-70B,Inference,0.0020663931437087,700,0.0014464752005961,0.0039261469730467,1.12,AI Energy Score (2025)
INF_0359,GPT-4o,Inference,0.0002439778992459,700,0.0001707845294721,0.0004635580085672,1.12,AI Energy Score (2025)
INF_0360,Llama-3-70B,Inference,0.0003825484545821,700,0.0002677839182074,0.000726842063706,1.12,AI Energy Score (2025)
INF_0362,Claude-3.5-Sonnet,Inference,0.0002130369808213,50,1.06518490410652E-05,0.0004047702635604,1.12,AI Energy Score (2025)
INF_0363,GPT-4o,Inference,0.0012181954295121,250,0.000304548857378,0.0023145713160729,1.12,AI Energy Score (2025)
INF_0364,Claude-3.5-Sonnet,Inference,0.0007186225175974,450,0.0003233801329188,0.0013653827834351,1.12,AI Energy Score (2025)
INF_0365,GPT-4o,Inference,0.0003147589159338,700,0.0002203312411537,0.0005980419402743,1.12,AI Energy Score (2025)
INF_0366,Mistral-Large-2,Inference,0.0009608491760771,50,4.80424588038572E-05,0.0018256134345465,1.12,AI Energy Score (2025)
INF_0367,Mistral-Large-2,Inference,0.0003786249008621,50,1.89312450431097E-05,0.0007193873116381,1.12,AI Energy Score (2025)
INF_0368,Mistral-Large-2,Inference,0.0001959315475877,250,4.89828868969466E-05,0.0003722699404167,1.12,AI Energy Score (2025)
INF_0369,Claude-3.5-Sonnet,Inference,0.0005019051449388,50,2.50952572469421E-05,0.0009536197753838,1.12,AI Energy Score (2025)
INF_0370,Mistral-Large-2,Inference,0.0003270265233055,250,8.17566308263948E-05,0.0006213503942806,1.12,AI Energy Score (2025)
INF_0371,Claude-3.5-Sonnet,Inference,0.0001522810878069,250,3.80702719517488E-05,0.0002893340668332,1.12,AI Energy Score (2025)
INF_0372,Mistral-Large-2,Inference,0.0003353997181165,450,0.0001509298731524,0.0006372594644213,1.12,AI Energy Score (2025)
INF_0373,Mistral-Large-2,Inference,0.0037756096595868,700,0.0026429267617107,0.0071736583532149,1.12,AI Energy Score (2025)
INF_0374,Gemini-1.5-Pro,Inference,0.0004017765945863,450,0.0001807994675638,0.0007633755297141,1.12,AI Energy Score (2025)
INF_0375,Llama-3-70B,Inference,0.0001102732690781,250,2.75683172695397E-05,0.0002095192112485,1.12,AI Energy Score (2025)
INF_0376,GPT-4o,Inference,0.0019902749184353,250,0.0004975687296088,0.0037815223450271,1.12,AI Energy Score (2025)
INF_0377,GPT-4o,Inference,0.0009428821230893,450,0.0004242969553901,0.0017914760338697,1.12,AI Energy Score (2025)
INF_0378,Gemini-1.5-Pro,Inference,0.0012792718996596,700,0.0008954903297617,0.0024306166093534,1.12,AI Energy Score (2025)
INF_0379,GPT-4o,Inference,0.0021385662675081,50,0.0001069283133754,0.0040632759082653,1.12,AI Energy Score (2025)
INF_0381,Llama-3-70B,Inference,0.0047982063013149,50,0.0002399103150657,0.0091165919724984,1.12,AI Energy Score (2025)
INF_0382,GPT-4o,Inference,0.0002794659471668,450,0.0001257596762251,0.0005309852996171,1.12,AI Energy Score (2025)
INF_0383,Claude-3.5-Sonnet,Inference,0.0001033589267936,50,5.16794633968441E-06,0.000196381960908,1.12,AI Energy Score (2025)
INF_0384,Claude-3.5-Sonnet,Inference,0.000402799886117,700,0.0002819599202819,0.0007653197836223,1.12,AI Energy Score (2025)
INF_0385,Gemini-1.5-Pro,Inference,0.00044154187092,50,2.20770935460027E-05,0.0008389295547481,1.12,AI Energy Score (2025)
INF_0386,GPT-4o,Inference,0.0006179367770642,700,0.0004325557439449,0.001174079876422,1.12,AI Energy Score (2025)
INF_0387,GPT-4o,Inference,0.0003099615667203,250,7.74903916800836E-05,0.0005889269767686,1.12,AI Energy Score (2025)
INF_0388,GPT-4o,Inference,0.0001576518986274,250,3.94129746568583E-05,0.0002995386073921,1.12,AI Energy Score (2025)
INF_0389,GPT-4o,Inference,0.0003501195356762,700,0.0002450836749733,0.0006652271177848,1.12,AI Energy Score (2025)
INF_0390,Gemini-1.5-Pro,Inference,0.0009377931975487,700,0.0006564552382841,0.0017818070753426,1.12,AI Energy Score (2025)
INF_0392,Mistral-Large-2,Inference,0.0002116239666434,450,9.52307849895731E-05,0.0004020855366226,1.12,AI Energy Score (2025)
INF_0393,Claude-3.5-Sonnet,Inference,0.0003065239059602,250,7.66309764900639E-05,0.0005823954213244,1.12,AI Energy Score (2025)
INF_0394,Llama-3-70B,Inference,0.0001463189019017,450,6.58435058557938E-05,0.0002780059136133,1.12,AI Energy Score (2025)
INF_0395,Llama-3-70B,Inference,0.0006117325554234,250,0.0001529331388558,0.0011622918553045,1.12,AI Energy Score (2025)
INF_0396,GPT-4o,Inference,0.0002362032810495,250,5.9050820262382E-05,0.0004487862339941,1.12,AI Energy Score (2025)
INF_0397,Llama-3-70B,Inference,0.0001040642890479,450,4.68289300715974E-05,0.0001977221491911,1.12,AI Energy Score (2025)
INF_0398,Claude-3.5-Sonnet,Inference,0.000432380040902,450,0.0001945710184059,0.0008215220777138,1.12,AI Energy Score (2025)
INF_0399,Llama-3-70B,Inference,0.0002896655051324,250,7.24163762831035E-05,0.0005503644597515,1.12,AI Energy Score (2025)
INF_0401,Llama-3-70B,Inference,0.0004786102987017,700,0.0003350272090912,0.0009093595675334,1.12,AI Energy Score (2025)
INF_0403,Claude-3.5-Sonnet,Inference,0.000367004539913,700,0.0002569031779391,0.0006973086258348,1.12,AI Energy Score (2025)
INF_0404,GPT-4o,Inference,0.0006119434405454,700,0.0004283604083818,0.0011626925370363,1.12,AI Energy Score (2025)
INF_0405,Gemini-1.5-Pro,Inference,0.0004466674224876,50,2.23333711243836E-05,0.0008486681027265,1.12,AI Energy Score (2025)
INF_0406,Mistral-Large-2,Inference,0.0001938292391451,50,9.69146195725902E-06,0.0003682755543758,1.12,AI Energy Score (2025)
INF_0407,Mistral-Large-2,Inference,0.0001034954653437,50,5.1747732671863E-06,0.000196641384153,1.12,AI Energy Score (2025)
INF_0409,GPT-4o,Inference,0.0002868697334715,250,7.17174333678978E-05,0.000545052493596,1.12,AI Energy Score (2025)
INF_0410,Gemini-1.5-Pro,Inference,0.0003094132814313,700,0.0002165892970019,0.0005878852347196,1.12,AI Energy Score (2025)
INF_0411,Llama-3-70B,Inference,0.0006276218040577,450,0.0002824298118259,0.0011924814277097,1.12,AI Energy Score (2025)
INF_0412,GPT-4o,Inference,0.0012545352953849,450,0.0005645408829232,0.0023836170612313,1.12,AI Energy Score (2025)
INF_0413,GPT-4o,Inference,0.000302453540102,250,7.5613385025506E-05,0.0005746617261938,1.12,AI Energy Score (2025)
INF_0414,Gemini-1.5-Pro,Inference,0.0001114985401685,450,5.01743430758539E-05,0.0002118472263202,1.12,AI Energy Score (2025)
INF_0415,Claude-3.5-Sonnet,Inference,0.0009560717557672,700,0.000669250229037,0.0018165363359578,1.12,AI Energy Score (2025)
INF_0416,Mistral-Large-2,Inference,0.0010193682196735,250,0.0002548420549183,0.0019367996173797,1.12,AI Energy Score (2025)
INF_0418,Mistral-Large-2,Inference,0.0004983749490931,250,0.0001245937372732,0.000946912403277,1.12,AI Energy Score (2025)
INF_0419,Claude-3.5-Sonnet,Inference,0.0002526467496372,700,0.000176852724746,0.0004800288243108,1.12,AI Energy Score (2025)
INF_0420,Gemini-1.5-Pro,Inference,0.0007453067282605,250,0.0001863266820651,0.0014160827836949,1.12,AI Energy Score (2025)
INF_0421,Gemini-1.5-Pro,Inference,0.0005146917624477,450,0.0002316112931014,0.0009779143486507,1.12,AI Energy Score (2025)
INF_0422,Claude-3.5-Sonnet,Inference,0.0009615090048348,250,0.0002403772512087,0.0018268671091861,1.12,AI Energy Score (2025)
INF_0423,Gemini-1.5-Pro,Inference,0.0001763747776595,50,8.81873888297725E-06,0.0003351120775531,1.12,AI Energy Score (2025)
INF_0424,Mistral-Large-2,Inference,0.0002273994542946,50,1.13699727147331E-05,0.0004320589631598,1.12,AI Energy Score (2025)
INF_0425,Mistral-Large-2,Inference,0.0002636715023827,450,0.0001186521760722,0.0005009758545272,1.12,AI Energy Score (2025)
INF_0426,Claude-3.5-Sonnet,Inference,0.000349720215947,700,0.0002448041511629,0.0006644684102994,1.12,AI Energy Score (2025)
INF_0428,Llama-3-70B,Inference,0.0012400594498997,50,6.20029724949864E-05,0.0023561129548094,1.12,AI Energy Score (2025)
INF_0429,Claude-3.5-Sonnet,Inference,0.0003547270758721,50,1.77363537936084E-05,0.0006739814441571,1.12,AI Energy Score (2025)
INF_0430,GPT-4o,Inference,0.0003953671267994,50,1.97683563399724E-05,0.0007511975409189,1.12,AI Energy Score (2025)
INF_0431,Mistral-Large-2,Inference,0.0001536834152919,450,6.91575368813711E-05,0.0002919984890546,1.12,AI Energy Score (2025)
INF_0432,Claude-3.5-Sonnet,Inference,0.0009922744230922,450,0.0004465234903915,0.0018853214038753,1.12,AI Energy Score (2025)
INF_0433,Claude-3.5-Sonnet,Inference,0.0005783823815186,50,2.89191190759309E-05,0.0010989265248853,1.12,AI Energy Score (2025)
INF_0434,GPT-4o,Inference,0.0001798878357735,250,4.49719589433793E-05,0.0003417868879696,1.12,AI Energy Score (2025)
INF_0435,Llama-3-70B,Inference,0.000689895246755,450,0.0003104528610397,0.0013108009688345,1.12,AI Energy Score (2025)
INF_0436,GPT-4o,Inference,0.0002241463289255,450,0.0001008658480165,0.0004258780249586,1.12,AI Energy Score (2025)
INF_0437,Llama-3-70B,Inference,0.0007603973858706,700,0.0005322781701094,0.0014447550331542,1.12,AI Energy Score (2025)
INF_0438,Mistral-Large-2,Inference,0.0001454706643431,250,3.63676660857895E-05,0.000276394262252,1.12,AI Energy Score (2025)
INF_0439,Llama-3-70B,Inference,0.0008707532861884,250,0.0002176883215471,0.001654431243758,1.12,AI Energy Score (2025)
INF_0440,Gemini-1.5-Pro,Inference,0.0009845930142539,50,4.9229650712698E-05,0.0018707267270825,1.12,AI Energy Score (2025)
INF_0442,GPT-4o,Inference,0.0003792097288748,50,1.89604864437437E-05,0.0007204984848622,1.12,AI Energy Score (2025)
INF_0443,Gemini-1.5-Pro,Inference,0.0001880646678467,50,9.40323339233725E-06,0.0003573228689088,1.12,AI Energy Score (2025)
INF_0444,Llama-3-70B,Inference,0.0006002692642348,50,3.00134632117411E-05,0.0011405116020461,1.12,AI Energy Score (2025)
INF_0445,Mistral-Large-2,Inference,0.0001766860672245,50,8.83430336122859E-06,0.0003357035277266,1.12,AI Energy Score (2025)
INF_0446,Mistral-Large-2,Inference,0.0008797241960436,50,4.39862098021818E-05,0.0016714759724829,1.12,AI Energy Score (2025)
INF_0447,Claude-3.5-Sonnet,Inference,0.0003491182280774,250,8.72795570193526E-05,0.000663324633347,1.12,AI Energy Score (2025)
INF_0449,GPT-4o,Inference,0.0002134141325036,700,0.0001493898927525,0.0004054868517569,1.12,AI Energy Score (2025)
INF_0450,Llama-3-70B,Inference,0.0002484605090813,250,6.21151272703362E-05,0.0004720749672545,1.12,AI Energy Score (2025)
INF_0451,GPT-4o,Inference,0.0007159381264494,50,3.57969063224718E-05,0.0013602824402539,1.12,AI Energy Score (2025)
INF_0452,Gemini-1.5-Pro,Inference,0.0002557233702982,450,0.0001150755166342,0.0004858744035667,1.12,AI Energy Score (2025)
INF_0453,Claude-3.5-Sonnet,Inference,0.0008181334290608,250,0.0002045333572652,0.0015544535152156,1.12,AI Energy Score (2025)
INF_0454,Mistral-Large-2,Inference,0.0001079086945554,700,7.55360861888227E-05,0.0002050265196553,1.12,AI Energy Score (2025)
INF_0455,Claude-3.5-Sonnet,Inference,0.0005217642806386,450,0.0002347939262874,0.0009913521332134,1.12,AI Energy Score (2025)
INF_0456,Gemini-1.5-Pro,Inference,0.0021851660817969,700,0.0015296162572578,0.0041518155554142,1.12,AI Energy Score (2025)
